Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Specifications	eo_composite_switch_spec	Composite Switch Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_composite_switch_spec	Composite Switch Spec	configuration	Configuration	dd_phys_field	No	No	No	Yes	,,1-Way,2-Way,3-Way,4-Way,5-Way,Unknown	NA	No	12
Specifications	eo_composite_switch_spec	Composite Switch Spec	composite_switch	Composite Switch	dd_join_field	No	Composite Switch	0:n	No		NA	No	20
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1_min_range	Tap-1 Min. Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	insulation	Insulation	dd_phys_field	No	No	No	No		ds_char16_vector	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	impedance_sec_to_ter	Impedance (Sec -Ter)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	vector_group	Vector Group	dd_phys_field	No	No	No	No		ds_char16_vector	No	5
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2_min_range	Tap-2 Min. Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_app_power_pri	Rated Apparent Power - Pri	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	equipment	Equipment	dd_join_field	No	3-Winding Transformer	0:N	No		NA	No	20
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	no_load_loss	No Load Loss	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1_lower_bandwidth	Tap-1 Lower Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	x_r_ratio_pri_to_sec	X/R Ratio (Pri - Sec)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2	Tap-2 Location	dd_phys_field	No	No	No	Yes	,,Primary,Secondary,Tertiary,Unknown	NA	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2_taps_count	Tap-2 No. of Taps	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_source_voltage	Rated Primary Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_app_power_ter	Rated Apparent Power - Ter	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2_lower_bandwidth	Tap-2 Lower Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Distribution Transformer,Network,Overhead,Power Transformer,Regulator,SWER Isolation,Station Auxilary Transformer,Step,Substation,Underground,Unknown	NA	Yes	20
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_app_power_sec	Rated Apparent Power - Sec	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_load_voltage	Rated Secondary Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1	Tap-1 Location	dd_phys_field	No	No	No	Yes	,,Primary,Secondary,Tertiary,Unknown	NA	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	neutral_tap_position_1	Tap 1 Neutral Position	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	impedance_pri_to_sec	Impedance (Pri - Sec)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1_upper_bandwidth	Tap-1 Upper Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2_max_range	Tap-2 Max. Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_2_upper_bandwidth	Tap-2 Upper Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1_max_range	Tap-1 Max. Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	x_r_ratio_pri_to_ter	X/R Ratio (Pri - Ter)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	ltc_1_taps_count	Tap-1 No. of Taps	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	full_load_loss	Full Load Loss	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	x_r_ratio_sec_to_ter	X/R Ratio (Sec - Ter)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	bank_type	Bank Type	dd_phys_field	No	No	No	Yes	,,3/2 scott,Banked,Dd0,Dd6,Dyn11,Dz0,Dz6,Not Available,Paralleled,Series,Unknown,YnAoOd11,Ynd11,Yy0,Yy6,Yyy,Yz11	NA	No	12
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	impedance_pri_to_ter	Impedance (Pri -Ter)	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	primary_voltage_capability	Primary Voltage Capability	dd_phys_field	No	No	No	Yes	,,Dual Voltage,Single Voltage,Triple Voltage,Unknown	NA	No	16
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	neutral_tap_position_2	Tap 2 Neutral Position	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	rated_tertiary_voltage	Rated Tertiary Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_3w_power_xfrmr_spec	3-Winding Transformer Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_spec	Distribution Automation Controller Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_dac_spec	Distribution Automation Controller Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_spec	Distribution Automation Controller Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_dac_spec	Distribution Automation Controller Spec	equipment	Equipment	dd_join_field	No	Distribution Automation Controller	0:n	No		NA	No	20
Specifications	eo_dac_spec	Distribution Automation Controller Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,,Unknown	NA	No	10
Specifications	eo_dac_spec	Distribution Automation Controller Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_dac_spec	Distribution Automation Controller Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_dac_spec	Distribution Automation Controller Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_dac_spec	Distribution Automation Controller Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	equipment	Equipment	dd_join_field	No	Regulating Equipment Controller	0:n	No		NA	No	20
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	primary_control	Primary Control	dd_phys_field	No	No	No	Yes	,AV Adaptive Var,C  Current,D  Temperature,E  Time/Temp Controlled,F  Fixed,PF Power Factor,R  Var,T  Time,Unknown,V  Voltage	NA	Yes	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,,Unknown	NA	No	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	embedded_ind	Embedded	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	Yes	9
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_ctrl_spec	Regulating Equipment Controller Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	impedance	Impedance	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	primary_voltage_capability	Primary Voltage Capability	dd_phys_field	No	No	No	Yes	,,Dual Voltage,Single Voltage,Triple Voltage,Unknown	NA	No	16
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_lower_bandwidth	Lower Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_lv_side_protection	LV Side Protection	dd_phys_field	No	No	No	Yes	,,Breaker,Fuse,Fuse+Breaker,Isolator,Isolator+Breaker,Isolator+Fuse,Isolator+Fuse+Breaker,Unknown	NA	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	vector_group	Vector Group	dd_phys_field	No	No	No	No		ds_char16_vector	No	5
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_taps_count	Number of Taps	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_upper_bandwidth	Upper Bandwidth	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_max_range	Maximum Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_1	Tap Location	dd_phys_field	No	No	No	Yes	,,Primary,Secondary,Tertiary,Unknown	NA	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	rated_load_voltage	Rated Load Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_iron_losses	Iron Losses	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_min_range	Minimum Range	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Distribution Transformer,Network,Overhead,Power Transformer,Regulator,SWER Isolation,Station Auxilary Transformer,Step,Substation,Underground,Unknown	NA	Yes	20
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_copper_loss	Copper Loss	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	bank_type	Bank Type	dd_phys_field	No	No	No	Yes	,,3/2 scott,Banked,Dd0,Dd6,Dyn11,Dz0,Dz6,Not Available,Paralleled,Series,Unknown,YnAoOd11,Ynd11,Yy0,Yy6,Yyy,Yz11	NA	No	12
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	rated_apparent_power	Rated Apparent Power	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	equipment	Equipment	dd_join_field	No	Power Transformer	0:N	No		NA	No	20
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ltc_neutral_tap_position	Neutral Tap Position	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	no_load_loss	No Load Loss	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	insulation	Insulation	dd_phys_field	No	No	No	No		ds_char16_vector	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_mx_load_for_last_month	Max Load last month	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	rated_source_voltage	Rated Source Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_hv_side_protection	HV Side Protection	dd_phys_field	No	No	No	Yes	,,Breaker,Fuse,Fuse+Breaker,Isolator,Isolator+Breaker,Isolator+Fuse,Isolator+Fuse+Breaker,Unknown	NA	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	full_load_loss	Full Load Loss	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_spec	Power Transformer Spec	tp_mx_load_last_13_months	Max Load last 13Months	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	embedded_ind	Embedded	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	Yes	9
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	equipment	Equipment	dd_join_field	No	Power Transformer Controller	0:n	No		NA	No	20
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,,Unknown	NA	No	10
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	25
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_power_xfrmr_ctrl_spec	Power Transformer Controller Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	accuracy_class	Accuracy Class	dd_phys_field	No	No	No	No		ds_char16_vector	No	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	thermal_rating	Thermal Rating	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,CTPT Unit,Current Transformer,Unknown,Voltage Transformer	NA	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	bank_configuration	Bank Configuration	dd_phys_field	No	No	No	Yes	,,Delta-UnGrd/Delta-UnGrd/Delta-UnGrd,Delta-UnGrd/Delta-UnGrd/Wye-Grd,Delta-UnGrd/Delta-UnGrd/Wye-UnGrd,Delta-UnGrd/Wye-Grd/Delta-UnGrd,Delta-UnGrd/Wye-Grd/Wye-Grd,Delta-UnGrd/Wye-Grd/Wye-UnGrd,Delta-UnGrd/Wye-UnGrd/Delta-UnGrd,Delta-UnGrd/Wye-UnGrd/Wye-Grd,Delta-UnGrd/Wye-UnGrd/Wye-UnGrd,Phase-Grd/SWER/SWER,Phase-Grd/SWER/Split-Phase,Phase-Grd/Split-Phase/SWER,Phase-Phase-UnGrd/SWER/Split-Phase,Phase-Phase-UnGrd/Split-Phase/SWER,Unknown,Wye-Grd/Delta-UnGrd/Delta-UnGrd,Wye-Grd/Delta-UnGrd/Wye-Grd,Wye-Grd/Delta-UnGrd/Wye-UnGrd,Wye-Grd/Wye-Grd/Delta-UnGrd,Wye-Grd/Wye-Grd/Wye-Grd,Wye-Grd/Wye-Grd/Wye-UnGrd,Wye-Grd/Wye-UnGrd/Delta-UnGrd,Wye-Grd/Wye-UnGrd/Wye-Grd,Wye-Grd/Wye-UnGrd/Wye-UnGrd,Wye-UnGrd/Delta-UnGrd/Delta-UnGrd,Wye-UnGrd/Delta-UnGrd/Wye-Grd,Wye-UnGrd/Delta-UnGrd/Wye-UnGrd,Wye-UnGrd/Wye-Grd/Delta-UnGrd,Wye-UnGrd/Wye-Grd/Wye-Grd,Wye-UnGrd/Wye-Grd/Wye-UnGrd,Wye-UnGrd/Wye-UnGrd/Delta-UnGrd,Wye-UnGrd/Wye-UnGrd/Wye-Grd,Wye-UnGrd/Wye-UnGrd/Wye-UnGrd	NA	No	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	equipment	Equipment	dd_join_field	No	Measuring Equipment	0:N	No		NA	No	20
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_voltage_transformer_spec	Voltage Transformer Spec	ratio	Ratio	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	resistance_25	Resistance 25	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	tp_armoured?	Armoured?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Specifications	eo_cable_spec	Cable Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	equipment	Equipment	dd_join_field	No	Cable	0:N	No		NA	No	20
Specifications	eo_cable_spec	Cable Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	stranding	Stranding	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	weight	Weight	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	manufacturer_ampacity	Manufacturer Ampacity	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_cable_spec	Cable Spec	size_val	Size	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	material	Material	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	tp_rated_current	Rated Current	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	company_ampacity	Company Ampacity	dd_phys_field	No	No	No	No		integer	No	10
Specifications	eo_cable_spec	Cable Spec	rated_strength	Rated Strength	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_cable_spec	Cable Spec	capacitance	Capacitance	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_cable_spec	Cable Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	diameter	Diameter	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	description	Description	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_cable_spec	Cable Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_cable_spec	Cable Spec	minimum_bend_radius	Minimum Bend Radius	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	resistance_50	Resistance 50	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_cable_spec	Cable Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	rated_voltage	Rated Voltage	dd_phys_field	No	No	No	No		float	No	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	21
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	hv	HV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	mv	MV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	sub	Sub	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	ehv	EHV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Capacitor,Condenser,Frequency Convertor,Reactor,Shunt Reactor,Synchronous Machine,Unknown	NA	Yes	20
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	real_spec	Real Spec	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	obsolete	Obsolete	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	lv	LV	dd_phys_field	No	No	No	No		false	Yes	10
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	equipment	Equipment	dd_join_field	No	Regulating Equipment	0:N	No		NA	No	20
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	manufacturer_code	Manufacturer Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	20
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	spec_name	Spec Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Specifications	eo_regulating_eqpt_spec	Regulating Equipment Spec	reactive_power_rating	Reactive Power Rating	dd_phys_field	No	No	No	No		float	No	10
